employee_id,burnout_level,burnout_score,employee_feedback,clean_feedback,themes
19838,Severe,10.0,"Recently, I frequently feel anxious about upcoming deadlines. The constant pressure has significantly affected my energy levels.",i frequently feel anxious about upcoming deadlines the constant pressure has significantly affected my energy levels,"Workload, Sleep, Stress"
21518,Moderate,4.6,"Recently, I occasionally feel pressure when managing multiple priorities. Stressful periods sometimes affect my sleep quality. The work feels less rewarding than it previously did. Project deadlines can occasionally create additional pressure.",i occasionally feel pressure when managing multiple priorities stressful periods sometimes affect my sleep quality the work feels less rewarding than it previously did project deadlines can occasionally create additional pressure,"Workload, Sleep, Stress"
91196,Moderate,4.3,"Lately, There are times when work-related pressure becomes noticeable. Project deadlines can occasionally create additional pressure. Busy work schedules can impact my sleep routine. Recently, I have felt less motivated and engaged with my work.",there are times when workrelated pressure becomes noticeable project deadlines can occasionally create additional pressure busy work schedules can impact my sleep routine i have felt less motivated and engaged with my work,"Workload, Sleep, Stress"
28011,Moderate,4.7,"Recently, Stressful periods sometimes affect my sleep quality. There are periods when workload becomes difficult to manage. There are times when work-related pressure becomes noticeable.",stressful periods sometimes affect my sleep quality there are periods when workload becomes difficult to manage there are times when workrelated pressure becomes noticeable,"Workload, Sleep, Stress"
30221,Severe,10.0,"In my current role, Managing current responsibilities has become increasingly stressful. The demands of my role leave little time for personal recovery. The constant pressure has significantly affected my energy levels. I rarely feel fully rested before beginning work.",in my current role managing current responsibilities has become increasingly stressful the demands of my role leave little time for personal recovery the constant pressure has significantly affected my energy levels i rarely feel fully rested before beginning work,"Workload, Sleep, Stress"
65202,High,6.5,"Over the past few months, I occasionally struggle to feel fully rested before work. There are times when work-related pressure becomes noticeable. I have become less enthusiastic about my daily responsibilities. Project deadlines can occasionally create additional pressure.",over the few i occasionally struggle to feel fully rested before work there are times when workrelated pressure becomes noticeable i have become less enthusiastic about my daily responsibilities project deadlines can occasionally create additional pressure,"Workload, Sleep, Stress"
22262,Moderate,5.1,"From my experience, Meeting deadlines can occasionally be stressful. The pace of work can become challenging during busy periods. I have become less enthusiastic about my daily responsibilities.",from my meeting deadlines can occasionally be stressful the pace of work can become challenging during busy periods i have become less enthusiastic about my daily responsibilities,"Workload, Stress"
37116,Low,2.1,"From my experience, I feel that my role provides excellent opportunities for professional growth. The work feels less rewarding than it previously did. I enjoy working with my colleagues and feel comfortable sharing ideas.",from my i feel that my role provides excellent opportunities for professional growth the work feels less rewarding than it previously did i enjoy working with my colleagues and feel comfortable sharing ideas,
44035,Low,2.9,"Over time, I am satisfied with my current responsibilities and workload. I feel that my role provides excellent opportunities for professional growth.",over time i am satisfied with my current responsibilities and workload i feel that my role provides excellent opportunities for professional growth,Workload
55594,Low,2.7,"Over time, The organization provides enough flexibility to manage work effectively. My overall job satisfaction has declined over time. I enjoy the challenges that come with my position.",over time the organization provides enough flexibility to manage work effectively my overall job satisfaction has declined over time i enjoy the challenges that come with my position,
34339,Severe,10.0,"Lately, Managing current responsibilities has become increasingly stressful. Lack of sleep has made it difficult to maintain focus throughout the day. I have noticed increasing signs of burnout over the past few months.",managing current responsibilities has become increasingly stressful lack of sleep has made it difficult to maintain focus throughout the day i have noticed increasing signs of burnout over the few,"Sleep, Stress"
8951,Low,2.9,"In my current role, My work allows me to continuously improve my technical and professional skills. The team culture is collaborative and supportive.",in my current role my work allows me to continuously improve my technical and professional skills the team culture is collaborative and supportive,Management
52507,Low,1.8,"Lately, The projects I work on help me develop new skills and stay engaged. Leadership is approachable and encourages open communication. Recently, I have felt less motivated and engaged with my work.",the projects i work on help me develop new skills and stay engaged leadership is approachable and encourages open communication i have felt less motivated and engaged with my work,"Workload, Management"
84700,Low,2.3,"Recently, The organization provides enough flexibility to manage work effectively. I enjoy working with my colleagues and feel comfortable sharing ideas.",the organization provides enough flexibility to manage work effectively i enjoy working with my colleagues and feel comfortable sharing ideas,
28853,Low,0.9,"Over time, My work allows me to continuously improve my technical and professional skills. The work feels less rewarding than it previously did. I enjoy working with my colleagues and feel comfortable sharing ideas.",over time my work allows me to continuously improve my technical and professional skills the work feels less rewarding than it previously did i enjoy working with my colleagues and feel comfortable sharing ideas,
48595,Low,2.3,"From my experience, My work feels meaningful and rewarding. I am satisfied with the learning opportunities available within the organization.",from my my work feels meaningful and rewarding i am satisfied with the learning opportunities available within the organization,
73977,High,6.5,"Recently, Some weeks require significantly more effort than others. Some projects create periods of increased stress and responsibility.",some weeks require significantly more effort than others some projects create periods of increased stress and responsibility,"Workload, Stress"
45567,Severe,9.6,"From my experience, The pressure to meet expectations has become mentally draining. My overall job satisfaction has declined over time. I often feel mentally exhausted by the end of the workday.",from my the pressure to meet expectations has become mentally draining my overall job satisfaction has declined over time i often feel mentally exhausted by the end of the workday,"Workload, Stress"
87038,Severe,10.0,"Over time, The work feels less rewarding than it previously did. I often feel mentally exhausted by the end of the workday. The pressure to meet expectations has become mentally draining. Work-related stress has negatively impacted my sleep quality.",over time the work feels less rewarding than it previously did i often feel mentally exhausted by the end of the workday the pressure to meet expectations has become mentally draining workrelated stress has negatively impacted my sleep quality,"Workload, Sleep, Stress"
11148,Moderate,5.5,"In my current role, Meeting deadlines can occasionally be stressful. Some weeks require significantly more effort than others.",in my current role meeting deadlines can occasionally be stressful some weeks require significantly more effort than others,"Workload, Stress"
86810,Moderate,4.7,"Over the past few months, Project deadlines can occasionally create additional pressure. There are times when work-related pressure becomes noticeable. I occasionally struggle to feel fully rested before work.",over the few project deadlines can occasionally create additional pressure there are times when workrelated pressure becomes noticeable i occasionally struggle to feel fully rested before work,"Workload, Sleep, Stress"
72444,High,6.1,"Recently, The pace of work can become challenging during busy periods. Recently, I have felt less motivated and engaged with my work. Meeting deadlines can occasionally be stressful.",the pace of work can become challenging during busy periods i have felt less motivated and engaged with my work meeting deadlines can occasionally be stressful,"Workload, Stress"
27725,High,6.1,"Over the past few months, The pace of work can become challenging during busy periods. Meeting deadlines can occasionally be stressful. I occasionally struggle to feel fully rested before work.",over the few the pace of work can become challenging during busy periods meeting deadlines can occasionally be stressful i occasionally struggle to feel fully rested before work,"Workload, Sleep, Stress"
18093,Moderate,4.0,"In my current role, The pace of work can become challenging during busy periods. Work responsibilities occasionally spill into personal time. I occasionally struggle to feel fully rested before work. Some projects create periods of increased stress and responsibility.",in my current role the pace of work can become challenging during busy periods work responsibilities occasionally spill into personal time i occasionally struggle to feel fully rested before work some projects create periods of increased stress and responsibility,"Workload, Sleep, Stress, Work-Life Balance"
85627,Low,2.7,"Recently, Recently, I have felt less motivated and engaged with my work. I enjoy working with my colleagues and feel comfortable sharing ideas. The flexibility offered by the organization helps me maintain a healthy routine.",i have felt less motivated and engaged with my work i enjoy working with my colleagues and feel comfortable sharing ideas the flexibility offered by the organization helps me maintain a healthy routine,
90867,Moderate,5.2,"Over time, I have become less enthusiastic about my daily responsibilities. The pace of work can become challenging during busy periods. Busy periods occasionally affect my ability to disconnect from work. There are times when work-related thoughts affect my ability to relax. I occasionally feel pressure when managing multiple priorities.",over time i have become less enthusiastic about my daily responsibilities the pace of work can become challenging during busy periods busy periods occasionally affect my ability to disconnect from work there are times when workrelated thoughts affect my ability to relax i occasionally feel pressure when managing multiple priorities,"Workload, Stress, Work-Life Balance"
19357,Severe,7.3,"From my experience, Poor sleep is affecting my concentration and productivity. I frequently feel anxious about upcoming deadlines. The constant pressure has significantly affected my energy levels. The work feels less rewarding than it previously did.",from my poor sleep is affecting my concentration and productivity i frequently feel anxious about upcoming deadlines the constant pressure has significantly affected my energy levels the work feels less rewarding than it previously did,"Workload, Sleep, Stress"
32833,High,6.1,"Over the past few months, There are times when work-related pressure becomes noticeable. Some weeks require significantly more effort than others. There are times when work-related thoughts affect my ability to relax.",over the few there are times when workrelated pressure becomes noticeable some weeks require significantly more effort than others there are times when workrelated thoughts affect my ability to relax,"Workload, Stress"
89333,Severe,9.1,"From my experience, Managing current responsibilities has become increasingly stressful. Work responsibilities regularly extend into my personal time. Work-related stress has negatively impacted my sleep quality. Communication from management could be improved. The work feels less rewarding than it previously did. I have noticed increasing signs of burnout over the past few months.",from my managing current responsibilities has become increasingly stressful work responsibilities regularly extend into my personal time workrelated stress has negatively impacted my sleep quality communication from management could be improved the work feels less rewarding than it previously did i have noticed increasing signs of burnout over the few,"Sleep, Stress, Management, Work-Life Balance"
31334,Severe,7.1,"From my experience, Managing current responsibilities has become increasingly stressful. The workload has become overwhelming and difficult to sustain.",from my managing current responsibilities has become increasingly stressful the workload has become overwhelming and difficult to sustain,"Workload, Stress"
68941,Moderate,3.8,"In my current role, The team culture is collaborative and supportive. The work feels less rewarding than it previously did. My manager provides strong support whenever challenges arise.",in my current role the team culture is collaborative and supportive the work feels less rewarding than it previously did my manager provides strong support whenever challenges arise,Management
32613,Low,2.6,"Over time, The flexibility offered by the organization helps me maintain a healthy routine. The team culture is collaborative and supportive.",over time the flexibility offered by the organization helps me maintain a healthy routine the team culture is collaborative and supportive,Management
41077,Moderate,5.4,"Lately, Some weeks require significantly more effort than others. Meeting deadlines can occasionally be stressful.",some weeks require significantly more effort than others meeting deadlines can occasionally be stressful,"Workload, Stress"
16784,Severe,8.6,"Over the past few months, I often feel mentally exhausted by the end of the workday. Managing current responsibilities has become increasingly stressful.",over the few i often feel mentally exhausted by the end of the workday managing current responsibilities has become increasingly stressful,Stress
41131,Severe,7.6,"Over time, The workload has become overwhelming and difficult to sustain. I frequently feel anxious about upcoming deadlines. I rarely feel fully rested before beginning work.",over time the workload has become overwhelming and difficult to sustain i frequently feel anxious about upcoming deadlines i rarely feel fully rested before beginning work,"Workload, Sleep, Stress"
78319,High,6.8,"Lately, There are periods when workload becomes difficult to manage. There are times when work-related pressure becomes noticeable. There are times when work-related thoughts affect my ability to relax.",there are periods when workload becomes difficult to manage there are times when workrelated pressure becomes noticeable there are times when workrelated thoughts affect my ability to relax,"Workload, Stress"
72170,Moderate,4.3,"In my current role, There are periods when workload becomes difficult to manage. Some projects create periods of increased stress and responsibility.",in my current role there are periods when workload becomes difficult to manage some projects create periods of increased stress and responsibility,"Workload, Stress"
4152,Severe,7.7,"From my experience, The pressure to meet expectations has become mentally draining. Work responsibilities regularly extend into my personal time. The constant pressure has significantly affected my energy levels. It is difficult to raise concerns when workload becomes excessive.",from my the pressure to meet expectations has become mentally draining work responsibilities regularly extend into my personal time the constant pressure has significantly affected my energy levels it is difficult to raise concerns when workload becomes excessive,"Workload, Sleep, Stress, Work-Life Balance"
2363,High,7.0,"Over the past few months, I have noticed increasing signs of burnout over the past few months. Work responsibilities regularly extend into my personal time. Managing current responsibilities has become increasingly stressful.",over the few i have noticed increasing signs of burnout over the few work responsibilities regularly extend into my personal time managing current responsibilities has become increasingly stressful,"Stress, Work-Life Balance"
51011,Moderate,5.4,"Lately, There are periods when workload becomes difficult to manage.",there are periods when workload becomes difficult to manage,Workload
18054,High,6.6,"Over time, Meeting deadlines can occasionally be stressful. Busy work schedules can impact my sleep routine. Project deadlines can occasionally create additional pressure.",over time meeting deadlines can occasionally be stressful busy work schedules can impact my sleep routine project deadlines can occasionally create additional pressure,"Workload, Sleep, Stress"
72165,High,5.7,"Recently, I have become less enthusiastic about my daily responsibilities. The pace of work can become challenging during busy periods. Meeting deadlines can occasionally be stressful. I sometimes find it difficult to maintain a healthy work-life balance. I occasionally struggle to feel fully rested before work.",i have become less enthusiastic about my daily responsibilities the pace of work can become challenging during busy periods meeting deadlines can occasionally be stressful i sometimes find it difficult to maintain a healthy worklife balance i occasionally struggle to feel fully rested before work,"Workload, Sleep, Stress, Work-Life Balance"
49025,High,6.1,"From my experience, Some weeks require significantly more effort than others. Some projects create periods of increased stress and responsibility.",from my some weeks require significantly more effort than others some projects create periods of increased stress and responsibility,"Workload, Stress"
80324,Low,3.3,"Over time, I enjoy the challenges that come with my position. I am satisfied with the learning opportunities available within the organization. The work feels less rewarding than it previously did.",over time i enjoy the challenges that come with my position i am satisfied with the learning opportunities available within the organization the work feels less rewarding than it previously did,
24136,Low,3.0,"From my experience, The team culture is collaborative and supportive. My work allows me to continuously improve my technical and professional skills.",from my the team culture is collaborative and supportive my work allows me to continuously improve my technical and professional skills,Management
98556,High,7.0,"In my current role, Persistent stress is affecting both my motivation and wellbeing. Poor sleep is affecting my concentration and productivity. The constant pressure has significantly affected my energy levels.",in my current role persistent stress is affecting both my motivation and wellbeing poor sleep is affecting my concentration and productivity the constant pressure has significantly affected my energy levels,"Workload, Sleep, Stress"
31745,Moderate,5.0,"Over time, Busy periods occasionally affect my ability to disconnect from work. There are times when work-related thoughts affect my ability to relax. Meeting deadlines can occasionally be stressful. There are periods when workload becomes difficult to manage. My overall job satisfaction has declined over time.",over time busy periods occasionally affect my ability to disconnect from work there are times when workrelated thoughts affect my ability to relax meeting deadlines can occasionally be stressful there are periods when workload becomes difficult to manage my overall job satisfaction has declined over time,"Workload, Stress, Work-Life Balance"
24934,Severe,10.0,"From my experience, The constant pressure has significantly affected my energy levels. Managing current responsibilities has become increasingly stressful.",from my the constant pressure has significantly affected my energy levels managing current responsibilities has become increasingly stressful,"Workload, Sleep, Stress"
73990,Moderate,5.1,"Recently, There are times when work-related pressure becomes noticeable. I sometimes find it difficult to maintain a healthy work-life balance. The pace of work can become challenging during busy periods.",there are times when workrelated pressure becomes noticeable i sometimes find it difficult to maintain a healthy worklife balance the pace of work can become challenging during busy periods,"Workload, Stress, Work-Life Balance"
43459,Low,3.5,"From my experience, I feel valued as part of a positive and productive team. I have become less enthusiastic about my daily responsibilities. Remote work options have positively impacted my productivity.",from my i feel valued as part of a positive and productive team i have become less enthusiastic about my daily responsibilities remote work options have positively impacted my productivity,
35942,Moderate,4.6,"Over the past few months, I sometimes find it difficult to maintain a healthy work-life balance. Meeting deadlines can occasionally be stressful. Some weeks require significantly more effort than others.",over the few i sometimes find it difficult to maintain a healthy worklife balance meeting deadlines can occasionally be stressful some weeks require significantly more effort than others,"Workload, Stress, Work-Life Balance"
11374,Low,3.3,"In my current role, The flexibility offered by the organization helps me maintain a healthy routine. I receive useful feedback that helps me improve my performance.",in my current role the flexibility offered by the organization helps me maintain a healthy routine i receive useful feedback that helps me improve my performance,Management
2798,Severe,8.5,"Over time, Managing current responsibilities has become increasingly stressful. I find it difficult to disconnect from work after office hours. I have noticed increasing signs of burnout over the past few months. Communication from management could be improved.",over time managing current responsibilities has become increasingly stressful i find it difficult to disconnect from work after office hours i have noticed increasing signs of burnout over the few communication from management could be improved,"Stress, Management, Work-Life Balance"
24114,Low,3.5,"In my current role, I feel motivated and engaged in my role. I enjoy working with my colleagues and feel comfortable sharing ideas.",in my current role i feel motivated and engaged in my role i enjoy working with my colleagues and feel comfortable sharing ideas,
69044,Low,2.4,"Over the past few months, I enjoy the challenges that come with my position. Team members are willing to help each other when challenges arise.",over the few i enjoy the challenges that come with my position team members are willing to help each other when challenges arise,
52979,Moderate,4.7,"In my current role, I sometimes find it difficult to maintain a healthy work-life balance. Project deadlines can occasionally create additional pressure. Stressful periods sometimes affect my sleep quality.",in my current role i sometimes find it difficult to maintain a healthy worklife balance project deadlines can occasionally create additional pressure stressful periods sometimes affect my sleep quality,"Workload, Sleep, Stress, Work-Life Balance"
10409,Severe,7.1,"From my experience, I frequently feel anxious about upcoming deadlines. It is difficult to raise concerns when workload becomes excessive. The workload has become overwhelming and difficult to sustain.",from my i frequently feel anxious about upcoming deadlines it is difficult to raise concerns when workload becomes excessive the workload has become overwhelming and difficult to sustain,"Workload, Stress"
89556,Low,1.5,"Recently, Team members are willing to help each other when challenges arise. Management creates an environment where employees feel supported.",team members are willing to help each other when challenges arise management creates an environment where employees feel supported,Management
90464,High,6.6,"Over time, There are times when work-related thoughts affect my ability to relax. Some weeks require significantly more effort than others. Some projects create periods of increased stress and responsibility. I sometimes find it difficult to maintain a healthy work-life balance. My overall job satisfaction has declined over time.",over time there are times when workrelated thoughts affect my ability to relax some weeks require significantly more effort than others some projects create periods of increased stress and responsibility i sometimes find it difficult to maintain a healthy worklife balance my overall job satisfaction has declined over time,"Workload, Stress, Work-Life Balance"
7317,Low,3.5,"Lately, I have become less enthusiastic about my daily responsibilities. I feel that my role provides excellent opportunities for professional growth. Leadership is approachable and encourages open communication.",i have become less enthusiastic about my daily responsibilities i feel that my role provides excellent opportunities for professional growth leadership is approachable and encourages open communication,Management
4546,High,5.6,"Recently, Busy work schedules can impact my sleep routine. I occasionally feel pressure when managing multiple priorities. Project deadlines can occasionally create additional pressure.",busy work schedules can impact my sleep routine i occasionally feel pressure when managing multiple priorities project deadlines can occasionally create additional pressure,"Workload, Sleep, Stress"
54916,Severe,7.1,"Over the past few months, The constant pressure has significantly affected my energy levels. I frequently feel anxious about upcoming deadlines.",over the few the constant pressure has significantly affected my energy levels i frequently feel anxious about upcoming deadlines,"Workload, Sleep, Stress"
11505,Low,1.1,"In my current role, The work feels less rewarding than it previously did. I feel motivated and engaged in my role. My work allows me to continuously improve my technical and professional skills.",in my current role the work feels less rewarding than it previously did i feel motivated and engaged in my role my work allows me to continuously improve my technical and professional skills,
30850,Low,0.0,"In my current role, My work feels meaningful and rewarding. My work allows me to continuously improve my technical and professional skills. My overall job satisfaction has declined over time.",in my current role my work feels meaningful and rewarding my work allows me to continuously improve my technical and professional skills my overall job satisfaction has declined over time,
59439,High,6.0,"From my experience, The pace of work can become challenging during busy periods. I sometimes find it difficult to maintain a healthy work-life balance. Some projects create periods of increased stress and responsibility. Stressful periods sometimes affect my sleep quality.",from my the pace of work can become challenging during busy periods i sometimes find it difficult to maintain a healthy worklife balance some projects create periods of increased stress and responsibility stressful periods sometimes affect my sleep quality,"Workload, Sleep, Stress, Work-Life Balance"
25522,Low,3.3,"Over the past few months, I am satisfied with my current responsibilities and workload. The work feels less rewarding than it previously did. My work allows me to continuously improve my technical and professional skills.",over the few i am satisfied with my current responsibilities and workload the work feels less rewarding than it previously did my work allows me to continuously improve my technical and professional skills,Workload
19982,High,5.9,"Over the past few months, There are times when work-related thoughts affect my ability to relax. The pace of work can become challenging during busy periods. My overall job satisfaction has declined over time.",over the few there are times when workrelated thoughts affect my ability to relax the pace of work can become challenging during busy periods my overall job satisfaction has declined over time,Workload
64722,Moderate,5.3,"Lately, Project deadlines can occasionally create additional pressure. Some projects create periods of increased stress and responsibility.",project deadlines can occasionally create additional pressure some projects create periods of increased stress and responsibility,"Workload, Stress"
78228,Low,2.8,"From my experience, I feel that my role provides excellent opportunities for professional growth. The organization provides enough flexibility to manage work effectively.",from my i feel that my role provides excellent opportunities for professional growth the organization provides enough flexibility to manage work effectively,
97908,High,5.9,"Lately, Some weeks require significantly more effort than others. I occasionally struggle to feel fully rested before work. Work responsibilities occasionally spill into personal time. My overall job satisfaction has declined over time. I occasionally feel pressure when managing multiple priorities.",some weeks require significantly more effort than others i occasionally struggle to feel fully rested before work work responsibilities occasionally spill into personal time my overall job satisfaction has declined over time i occasionally feel pressure when managing multiple priorities,"Workload, Sleep, Stress, Work-Life Balance"
47700,Severe,10.0,"Over the past few months, The workload has become overwhelming and difficult to sustain. The pressure to meet expectations has become mentally draining. I rarely feel fully rested before beginning work. I have become less enthusiastic about my daily responsibilities.",over the few the workload has become overwhelming and difficult to sustain the pressure to meet expectations has become mentally draining i rarely feel fully rested before beginning work i have become less enthusiastic about my daily responsibilities,"Workload, Sleep, Stress"
77636,Severe,7.6,"Over time, I often feel mentally exhausted by the end of the workday. My overall job satisfaction has declined over time. The pressure to meet expectations has become mentally draining.",over time i often feel mentally exhausted by the end of the workday my overall job satisfaction has declined over time the pressure to meet expectations has become mentally draining,"Workload, Stress"
24036,High,5.9,"From my experience, I sometimes find it difficult to maintain a healthy work-life balance. The pace of work can become challenging during busy periods. There are times when work-related pressure becomes noticeable.",from my i sometimes find it difficult to maintain a healthy worklife balance the pace of work can become challenging during busy periods there are times when workrelated pressure becomes noticeable,"Workload, Stress, Work-Life Balance"
96252,Moderate,4.3,"Lately, Stressful periods sometimes affect my sleep quality. There are times when work-related pressure becomes noticeable. Project deadlines can occasionally create additional pressure. I sometimes find it difficult to maintain a healthy work-life balance.",stressful periods sometimes affect my sleep quality there are times when workrelated pressure becomes noticeable project deadlines can occasionally create additional pressure i sometimes find it difficult to maintain a healthy worklife balance,"Workload, Sleep, Stress, Work-Life Balance"
84914,Low,1.3,"In my current role, I enjoy the challenges that come with my position. I receive useful feedback that helps me improve my performance.",in my current role i enjoy the challenges that come with my position i receive useful feedback that helps me improve my performance,Management
33320,Severe,8.5,"Lately, Persistent stress is affecting both my motivation and wellbeing. I often feel mentally exhausted by the end of the workday.",persistent stress is affecting both my motivation and wellbeing i often feel mentally exhausted by the end of the workday,Stress
18733,Severe,8.5,"In my current role, It is difficult to raise concerns when workload becomes excessive. I often feel mentally exhausted by the end of the workday. I frequently feel anxious about upcoming deadlines.",in my current role it is difficult to raise concerns when workload becomes excessive i often feel mentally exhausted by the end of the workday i frequently feel anxious about upcoming deadlines,"Workload, Stress"
72181,Low,3.4,"Over time, Team members are willing to help each other when challenges arise. I am satisfied with the learning opportunities available within the organization.",over time team members are willing to help each other when challenges arise i am satisfied with the learning opportunities available within the organization,
63744,Moderate,4.0,"In my current role, Some weeks require significantly more effort than others. There are times when work-related pressure becomes noticeable.",in my current role some weeks require significantly more effort than others there are times when workrelated pressure becomes noticeable,"Workload, Stress"
48528,Low,3.2,"Lately, The projects I work on help me develop new skills and stay engaged. I am satisfied with my current responsibilities and workload. Recently, I have felt less motivated and engaged with my work.",the projects i work on help me develop new skills and stay engaged i am satisfied with my current responsibilities and workload i have felt less motivated and engaged with my work,Workload
96309,Severe,10.0,"Recently, I have noticed increasing signs of burnout over the past few months. I rarely feel fully rested before beginning work. Persistent stress is affecting both my motivation and wellbeing.",i have noticed increasing signs of burnout over the few i rarely feel fully rested before beginning work persistent stress is affecting both my motivation and wellbeing,"Sleep, Stress"
74498,High,5.7,"In my current role, Stressful periods sometimes affect my sleep quality. Meeting deadlines can occasionally be stressful. Some weeks require significantly more effort than others.",in my current role stressful periods sometimes affect my sleep quality meeting deadlines can occasionally be stressful some weeks require significantly more effort than others,"Workload, Sleep, Stress"
56599,High,7.0,"Over the past few months, Managing current responsibilities has become increasingly stressful. I have become less enthusiastic about my daily responsibilities. The workload has become overwhelming and difficult to sustain.",over the few managing current responsibilities has become increasingly stressful i have become less enthusiastic about my daily responsibilities the workload has become overwhelming and difficult to sustain,"Workload, Stress"
96261,High,5.9,"From my experience, Meeting deadlines can occasionally be stressful. Project deadlines can occasionally create additional pressure. My overall job satisfaction has declined over time.",from my meeting deadlines can occasionally be stressful project deadlines can occasionally create additional pressure my overall job satisfaction has declined over time,"Workload, Stress"
82212,Severe,8.9,"Over the past few months, The pressure to meet expectations has become mentally draining. The workload has become overwhelming and difficult to sustain.",over the few the pressure to meet expectations has become mentally draining the workload has become overwhelming and difficult to sustain,"Workload, Stress"
82020,Moderate,4.1,"Lately, I sometimes find it difficult to maintain a healthy work-life balance. I occasionally feel pressure when managing multiple priorities. There are periods when workload becomes difficult to manage. Busy work schedules can impact my sleep routine.",i sometimes find it difficult to maintain a healthy worklife balance i occasionally feel pressure when managing multiple priorities there are periods when workload becomes difficult to manage busy work schedules can impact my sleep routine,"Workload, Sleep, Stress, Work-Life Balance"
30418,Low,2.6,"Over time, Remote work options have positively impacted my productivity. I am satisfied with my current responsibilities and workload.",over time remote work options have positively impacted my productivity i am satisfied with my current responsibilities and workload,Workload
6844,High,5.8,"Over time, Meeting deadlines can occasionally be stressful. There are periods when workload becomes difficult to manage. My overall job satisfaction has declined over time.",over time meeting deadlines can occasionally be stressful there are periods when workload becomes difficult to manage my overall job satisfaction has declined over time,"Workload, Stress"
9854,Low,2.9,"Over time, My overall job satisfaction has declined over time. I can generally balance work responsibilities with personal commitments. I enjoy working with my colleagues and feel comfortable sharing ideas.",over time my overall job satisfaction has declined over time i can generally balance work responsibilities with personal commitments i enjoy working with my colleagues and feel comfortable sharing ideas,Work-Life Balance
46218,Moderate,5.1,"Recently, Stressful periods sometimes affect my sleep quality. Balancing work and personal commitments can sometimes be challenging. There are periods when workload becomes difficult to manage. The work feels less rewarding than it previously did.",stressful periods sometimes affect my sleep quality balancing work and personal commitments can sometimes be challenging there are periods when workload becomes difficult to manage the work feels less rewarding than it previously did,"Workload, Sleep, Stress, Work-Life Balance"
48404,Moderate,4.7,"Recently, There are times when work-related thoughts affect my ability to relax. There are times when work-related pressure becomes noticeable. There are periods when workload becomes difficult to manage.",there are times when workrelated thoughts affect my ability to relax there are times when workrelated pressure becomes noticeable there are periods when workload becomes difficult to manage,"Workload, Stress"
62855,Low,1.0,"Lately, The flexibility offered by the organization helps me maintain a healthy routine. I feel that my role provides excellent opportunities for professional growth.",the flexibility offered by the organization helps me maintain a healthy routine i feel that my role provides excellent opportunities for professional growth,
39814,Moderate,5.5,"Over time, Meeting deadlines can occasionally be stressful. Project deadlines can occasionally create additional pressure.",over time meeting deadlines can occasionally be stressful project deadlines can occasionally create additional pressure,"Workload, Stress"
91765,Low,1.4,"In my current role, The flexibility offered by the organization helps me maintain a healthy routine. The projects I work on help me develop new skills and stay engaged. I have become less enthusiastic about my daily responsibilities.",in my current role the flexibility offered by the organization helps me maintain a healthy routine the projects i work on help me develop new skills and stay engaged i have become less enthusiastic about my daily responsibilities,Workload
98805,High,6.5,"Over time, Meeting deadlines can occasionally be stressful. Balancing work and personal commitments can sometimes be challenging. Stressful periods sometimes affect my sleep quality. Project deadlines can occasionally create additional pressure.",over time meeting deadlines can occasionally be stressful balancing work and personal commitments can sometimes be challenging stressful periods sometimes affect my sleep quality project deadlines can occasionally create additional pressure,"Workload, Sleep, Stress, Work-Life Balance"
23000,Moderate,5.0,"Over time, Busy work schedules can impact my sleep routine. Project deadlines can occasionally create additional pressure. My overall job satisfaction has declined over time.",over time busy work schedules can impact my sleep routine project deadlines can occasionally create additional pressure my overall job satisfaction has declined over time,"Workload, Sleep, Stress"
82606,Low,0.3,"Over the past few months, My overall job satisfaction has declined over time. My work allows me to continuously improve my technical and professional skills. Team members are willing to help each other when challenges arise.",over the few my overall job satisfaction has declined over time my work allows me to continuously improve my technical and professional skills team members are willing to help each other when challenges arise,
84015,Severe,9.7,"From my experience, Managing current responsibilities has become increasingly stressful. Lack of sleep has made it difficult to maintain focus throughout the day. I have noticed increasing signs of burnout over the past few months.",from my managing current responsibilities has become increasingly stressful lack of sleep has made it difficult to maintain focus throughout the day i have noticed increasing signs of burnout over the few,"Sleep, Stress"
28327,High,6.7,"Lately, Stressful periods sometimes affect my sleep quality. There are periods when workload becomes difficult to manage. Some projects create periods of increased stress and responsibility.",stressful periods sometimes affect my sleep quality there are periods when workload becomes difficult to manage some projects create periods of increased stress and responsibility,"Workload, Sleep, Stress"
76915,Moderate,5.0,"From my experience, Project deadlines can occasionally create additional pressure.",from my project deadlines can occasionally create additional pressure,"Workload, Stress"
61653,Severe,8.4,"From my experience, Poor sleep is affecting my concentration and productivity. Persistent stress is affecting both my motivation and wellbeing. I have noticed increasing signs of burnout over the past few months.",from my poor sleep is affecting my concentration and productivity persistent stress is affecting both my motivation and wellbeing i have noticed increasing signs of burnout over the few,"Sleep, Stress"
58992,Low,2.3,"Over the past few months, I am satisfied with the learning opportunities available within the organization. Management creates an environment where employees feel supported. I have become less enthusiastic about my daily responsibilities.",over the few i am satisfied with the learning opportunities available within the organization management creates an environment where employees feel supported i have become less enthusiastic about my daily responsibilities,Management
20275,High,6.1,"From my experience, Some projects create periods of increased stress and responsibility. Work responsibilities occasionally spill into personal time. The pace of work can become challenging during busy periods.",from my some projects create periods of increased stress and responsibility work responsibilities occasionally spill into personal time the pace of work can become challenging during busy periods,"Workload, Stress, Work-Life Balance"
